============================================================
Downloading Complete Jastrow Dictionary from Sefaria
Using sequential traversal via "next" links
============================================================

Starting from: Jastrow, א
[13.5%] #4040: "Jastrow, גְּאוּלְתָּא"... OK (גאולתא)
[13.5%] #4041: "Jastrow, גָּאוֹן"... OK (גאון)
[13.5%] #4042: "Jastrow, גאוסטיני"... OK (גאוסטיני)
[13.5%] #4043: "Jastrow, גֵּאוּתָא"... OK (גאותא)
[13.5%] #4044: "Jastrow, גֵּאוְתָן"... OK (גאותן)
[13.5%] #4045: "Jastrow, גאי"... OK (גאי)
[13.5%] #4046: "Jastrow, גְּאִי"... duplicate
[13.5%] #4046: "Jastrow, גֵּאָיוֹת"... OK (גאיות)
[13.5%] #4047: "Jastrow, גָּאִיז"... OK (גאיז)
[13.5%] #4048: "Jastrow, גָּאִים"... OK (גאים)
[13.5%] #4049: "Jastrow, גֵּאִים"... duplicate
[13.5%] #4049: "Jastrow, גָּאַל"... OK (גאל)
[13.5%] #4050: "Jastrow, גְּאַל"... duplicate
[13.5%] #4050: "Jastrow, גאלה"... OK (גאלה)
[13.5%] #4051: "Jastrow, גָּאלֵי"... OK (גאלי)
[13.5%] #4052: "Jastrow, גאלקי"... OK (גאלקי)
[13.5%] #4053: "Jastrow, גַּאַם"... OK (גאם)
[13.5%] #4054: "Jastrow, *גְּאַם"... duplicate
[13.5%] #4054: "Jastrow, גָּאנֵי"... OK (גאני)
[13.5%] #4055: "Jastrow, גֵּב"... OK (גב)
[13.5%] #4056: "Jastrow, גֹּב"... duplicate
[13.5%] #4056: "Jastrow, גַּב"... duplicate
[13.5%] #4056: "Jastrow, גַּב ²"... duplicate
[13.5%] #4056: "Jastrow, גֶּבֶא"... OK (גבא)
[13.5%] #4057: "Jastrow, גֻּבָּא"... duplicate
[13.5%] #4057: "Jastrow, גְּבָא"... duplicate
[13.5%] #4057: "Jastrow, גַּבָּאָה"... OK (גבאה)
[13.5%] #4058: "Jastrow, גַּבָּאוּת"... OK (גבאות)
[13.5%] #4059: "Jastrow, גַּבַּאי"... OK (גבאי)
[13.5%] #4060: "Jastrow, גָּבַב"... OK (גבב)
[13.5%] #4061: "Jastrow, גְּבַב"... duplicate
[13.5%] #4061: "Jastrow, גְּבָבָא"... OK (גבבא)
[13.5%] #4062: "Jastrow, גִּבְבָא"... duplicate
[13.5%] #4062: "Jastrow, גְּבָבַאי"... OK (גבבאי)
  [Saved progress: 4062 entries]
[13.5%] #4063: "Jastrow, גְּבָבָה"... OK (גבבה)
[13.5%] #4064: "Jastrow, גַּבְבַיָּא"... OK (גבביא)
[13.5%] #4065: "Jastrow, גַּבָּה"... OK (גבה)
[13.6%] #4066: "Jastrow, גָּבָה"... duplicate
[13.6%] #4066: "Jastrow, גֹּבַהּ"... duplicate
[13.6%] #4066: "Jastrow, גָּבַהּ"... duplicate
[13.6%] #4066: "Jastrow, גְּבַהּ"... duplicate
[13.6%] #4066: "Jastrow, גַּבְהוּת"... OK (גבהות)
[13.6%] #4067: "Jastrow, גַּבְהוּתָא"... OK (גבהותא)
[13.6%] #4068: "Jastrow, גָּבוֹהַּ"... OK (גבוה)
[13.6%] #4069: "Jastrow, גַּבּוֹיִין"... OK (גבויין)
[13.6%] #4070: "Jastrow, גְּבוּל I"... OK (גבול)
[13.6%] #4071: "Jastrow, *גְּבוּל II"... duplicate
[13.6%] #4071: "Jastrow, גְּבוּלָאָה"... OK (גבולאה)
[13.6%] #4072: "Jastrow, גבונתא"... OK (גבונתא)
[13.6%] #4073: "Jastrow, גִּבּוֹר"... OK (גבור)
[13.6%] #4074: "Jastrow, גבור"... duplicate
[13.6%] #4074: "Jastrow, גְּבוּרָא"... OK (גבורא)
[13.6%] #4075: "Jastrow, גְּבוּרָה"... OK (גבורה)
[13.6%] #4076: "Jastrow, גבוריא"... OK (גבוריא)
[13.6%] #4077: "Jastrow, גְּבוּרְתָּא"... OK (גבורתא)
[13.6%] #4078: "Jastrow, גָּבוּשׁ"... OK (גבוש)
[13.6%] #4079: "Jastrow, גַּבּוֹת"... OK (גבות)
[13.6%] #4080: "Jastrow, גִּבֵּחַ"... OK (גבח)
[13.6%] #4081: "Jastrow, גָּבֵחַ"... duplicate
[13.6%] #4081: "Jastrow, גִּבַּחַת"... OK (גבחת)
[13.6%] #4082: "Jastrow, גַּבַּחַת"... duplicate
[13.6%] #4082: "Jastrow, גבטלא"... OK (גבטלא)
[13.6%] #4083: "Jastrow, גֵּבַי"... OK (גבי)
[13.6%] #4084: "Jastrow, גבי"... duplicate
[13.6%] #4084: "Jastrow, גְּבִי"... duplicate
[13.6%] #4084: "Jastrow, גבי ²"... duplicate
[13.6%] #4084: "Jastrow, גַּבְיָא I"... OK (גביא)
[13.6%] #4085: "Jastrow, *גַּבְיָא II"... duplicate
[13.6%] #4085: "Jastrow, גַּבְיָא III"... duplicate
[13.6%] #4085: "Jastrow, גְּבִיהַּ"... OK (גביה)
[13.6%] #4086: "Jastrow, גְּבִיהָא"... OK (גביהא)
[13.6%] #4087: "Jastrow, גַּבָּיוּת"... OK (גביות)
[13.6%] #4088: "Jastrow, גַּבָּיוּתָא"... OK (גביותא)
[13.6%] #4089: "Jastrow, גְּבִיחַ"... OK (גביח)
[13.6%] #4090: "Jastrow, גַּבָּיי"... OK (גביי)
[13.6%] #4091: "Jastrow, *גָּבְיָין"... OK (גביין)
[13.6%] #4092: "Jastrow, גביית־"... OK (גביית)
[13.6%] #4093: "Jastrow, גְּבִיל"... OK (גביל)
[13.6%] #4094: "Jastrow, גְּבִילִית"... OK (גבילית)
[13.6%] #4095: "Jastrow, גָּבְיָן"... OK (גבין)
[13.7%] #4096: "Jastrow, גְּבִין I"... duplicate
[13.7%] #4096: "Jastrow, גְּבִין II"... duplicate
[13.7%] #4096: "Jastrow, גְּבִינָא I"... OK (גבינא)
[13.7%] #4097: "Jastrow, גְּבִינָא II"... duplicate
[13.7%] #4097: "Jastrow, גְּבִינָה"... OK (גבינה)
[13.7%] #4098: "Jastrow, גְּבִינִי"... OK (גביני)
[13.7%] #4099: "Jastrow, *גְּבִינְתָּא"... OK (גבינתא)
[13.7%] #4100: "Jastrow, גְּבִינָתָא"... duplicate
[13.7%] #4100: "Jastrow, גָּבִיעַ"... OK (גביע)
[13.7%] #4101: "Jastrow, גְּבִיעָא"... OK (גביעא)
[13.7%] #4102: "Jastrow, גְּבִיעָה II"... OK (גביעה)
[13.7%] #4103: "Jastrow, גְּבִירָה"... OK (גבירה)
[13.7%] #4104: "Jastrow, גְּבִישָׁתָא"... OK (גבישתא)
[13.7%] #4105: "Jastrow, גָּבַל"... OK (גבל)
[13.7%] #4106: "Jastrow, גְּבַל"... duplicate
[13.7%] #4106: "Jastrow, גְּבָל"... duplicate
[13.7%] #4106: "Jastrow, גַּבָּל"... duplicate
[13.7%] #4106: "Jastrow, גַּבָּלָא"... OK (גבלא)
[13.7%] #4107: "Jastrow, גַּבְלָא"... duplicate
[13.7%] #4107: "Jastrow, גַּבְלוּל"... OK (גבלול)
[13.7%] #4108: "Jastrow, גבלות"... OK (גבלות)
[13.7%] #4109: "Jastrow, גַּבְלָיָא"... OK (גבליא)
[13.7%] #4110: "Jastrow, גִּבְלִית"... OK (גבלית)
[13.7%] #4111: "Jastrow, גַּבְלָן"... OK (גבלן)
[13.7%] #4112: "Jastrow, גַּבָּן"... OK (גבן)
[13.7%] #4113: "Jastrow, גִּבֵּן"... duplicate
[13.7%] #4113: "Jastrow, גָּבַן"... duplicate
[13.7%] #4113: "Jastrow, גִּבְנָא"... OK (גבנא)
[13.7%] #4114: "Jastrow, גַּבְנוּן"... OK (גבנון)
[13.7%] #4115: "Jastrow, גִּבְנוֹנִי"... OK (גבנוני)
[13.7%] #4116: "Jastrow, גִּבְסִים"... OK (גבסים)
[13.7%] #4117: "Jastrow, גְּבַע"... OK (גבע)
[13.7%] #4118: "Jastrow, גֶּבַע"... duplicate
[13.7%] #4118: "Jastrow, גִּבְעָה"... OK (גבעה)
[13.7%] #4119: "Jastrow, גִּבְעוֹל"... OK (גבעול)
[13.7%] #4120: "Jastrow, גִּבְעוֹנָאֵי"... OK (גבעונאי)
[13.7%] #4121: "Jastrow, גִּבְעוֹנִי"... OK (גבעוני)
[13.7%] #4122: "Jastrow, גִּבְעֲתָא"... OK (גבעתא)
[13.7%] #4123: "Jastrow, גָּבַר"... OK (גבר)
[13.7%] #4124: "Jastrow, גְּבַר I"... duplicate
[13.7%] #4124: "Jastrow, גֶּבֶר"... duplicate
[13.7%] #4124: "Jastrow, גְּבַר II"... duplicate
[13.7%] #4124: "Jastrow, גִּבָּרָא"... OK (גברא)
[13.7%] #4125: "Jastrow, גִּבַּרְוָותָא"... OK (גברוותא)
[13.8%] #4126: "Jastrow, גִּבָּרוּתָא"... OK (גברותא)
[13.8%] #4127: "Jastrow, גַּבְרִיאֵל"... OK (גבריאל)
[13.8%] #4128: "Jastrow, גַּבְרִית"... OK (גברית)
[13.8%] #4129: "Jastrow, גְּבֶרֶת"... OK (גברת)
[13.8%] #4130: "Jastrow, גְּבַרְתָּא"... OK (גברתא)
[13.8%] #4131: "Jastrow, גְּבַרְתָּן"... OK (גברתן)
[13.8%] #4132: "Jastrow, גְּבַרְתָּנִית"... OK (גברתנית)
[13.8%] #4133: "Jastrow, גָּבַשׁ"... OK (גבש)
[13.8%] #4134: "Jastrow, גְּבַשׁ"... duplicate
[13.8%] #4134: "Jastrow, גַּבְשׁוּשִׁין"... OK (גבשושין)
  [Saved progress: 4134 entries]
[13.8%] #4135: "Jastrow, גַּבְשׁוּשִׁית"... OK (גבשושית)
[13.8%] #4136: "Jastrow, גַּבְשׁוּשִׁיתָא"... OK (גבשושיתא)
[13.8%] #4137: "Jastrow, גַּבַּת"... OK (גבת)
[13.8%] #4138: "Jastrow, גַּבְתָּא"... OK (גבתא)
[13.8%] #4139: "Jastrow, גַּג"... OK (גג)
[13.8%] #4140: "Jastrow, גִּגִּית"... OK (גגית)
[13.8%] #4141: "Jastrow, *גַּגְמֵי"... OK (גגמי)
[13.8%] #4142: "Jastrow, גד"... OK (גד)
[13.8%] #4143: "Jastrow, גָּד"... duplicate
[13.8%] #4143: "Jastrow, גַּד I"... duplicate
[13.8%] #4143: "Jastrow, גַּד II"... duplicate
[13.8%] #4143: "Jastrow, גָּד ²"... duplicate
[13.8%] #4143: "Jastrow, גָּד ³"... duplicate
[13.8%] #4143: "Jastrow, גַּדַּאי"... OK (גדאי)
[13.8%] #4144: "Jastrow, גדבל"... OK (גדבל)
[13.8%] #4145: "Jastrow, גְּדָבְרָא"... OK (גדברא)
[13.8%] #4146: "Jastrow, גדגד"... OK (גדגד)
[13.8%] #4147: "Jastrow, גדגדות"... OK (גדגדות)
[13.8%] #4148: "Jastrow, גַּדְגַּדְנִיּוֹת"... OK (גדגדניות)
[13.8%] #4149: "Jastrow, גדגיא"... OK (גדגיא)
[13.8%] #4150: "Jastrow, גדגלידא"... OK (גדגלידא)
[13.8%] #4151: "Jastrow, גדגניות"... OK (גדגניות)
[13.8%] #4152: "Jastrow, גָּדַד I"... OK (גדד)
[13.8%] #4153: "Jastrow, גְּדַד"... duplicate
[13.8%] #4153: "Jastrow, גָּדַד II"... duplicate
[13.8%] #4153: "Jastrow, גָּדָד"... duplicate
[13.8%] #4153: "Jastrow, גְּדוּד I"... OK (גדוד)
[13.8%] #4154: "Jastrow, גְּדוּד II"... duplicate
[13.8%] #4154: "Jastrow, גִּדּוּד"... duplicate
[13.8%] #4154: "Jastrow, גִּדּוּדָא"... OK (גדודא)
[13.8%] #4155: "Jastrow, גְּדוּדָא"... duplicate
[13.8%] #4155: "Jastrow, גְּדוּדִי"... OK (גדודי)
[13.9%] #4156: "Jastrow, גְּדוּדִית"... OK (גדודית)
[13.9%] #4157: "Jastrow, גְּדוּדִית II"... duplicate
[13.9%] #4157: "Jastrow, גדודקי"... OK (גדודקי)
[13.9%] #4158: "Jastrow, גדודתה"... OK (גדודתה)
[13.9%] #4159: "Jastrow, גָּדוֹל"... OK (גדול)
[13.9%] #4160: "Jastrow, גִּדּוּל"... duplicate
[13.9%] #4160: "Jastrow, גְּדוּלָּה"... OK (גדולה)
[13.9%] #4161: "Jastrow, גִּדּוּף"... OK (גדוף)
[13.9%] #4162: "Jastrow, גַּדּוּפִי"... OK (גדופי)
[13.9%] #4163: "Jastrow, גִּדּוּר"... OK (גדור)
[13.9%] #4164: "Jastrow, גְּדוֹר"... duplicate
[13.9%] #4164: "Jastrow, גָּדוּר"... duplicate
[13.9%] #4164: "Jastrow, גְּדוּרָא"... OK (גדורא)
[13.9%] #4165: "Jastrow, גדורקרי"... OK (גדורקרי)
[13.9%] #4166: "Jastrow, גָּדוּשׁ"... OK (גדוש)
[13.9%] #4167: "Jastrow, *גְּדֵי"... OK (גדי)
[13.9%] #4168: "Jastrow, גְּדִי"... duplicate
[13.9%] #4168: "Jastrow, גְּדִי ²"... duplicate
[13.9%] #4168: "Jastrow, גַּדְיָא II"... OK (גדיא)
[13.9%] #4169: "Jastrow, גַּדַּיָּא"... duplicate
[13.9%] #4169: "Jastrow, גדיאן"... OK (גדיאן)
[13.9%] #4170: "Jastrow, גדיגוד"... OK (גדיגוד)
[13.9%] #4171: "Jastrow, גְּדִידָה"... OK (גדידה)
[13.9%] #4172: "Jastrow, גְּדִידִים"... OK (גדידים)
[13.9%] #4173: "Jastrow, גְּדִיָּה"... OK (גדיה)
[13.9%] #4174: "Jastrow, גַּדְיָיא"... OK (גדייא)
[13.9%] #4175: "Jastrow, גַּדְיָיתָא"... OK (גדייתא)
[13.9%] #4176: "Jastrow, גָּדֵיל"... OK (גדיל)
[13.9%] #4177: "Jastrow, גָּדִיל"... duplicate
[13.9%] #4177: "Jastrow, *גְּדִיל"... duplicate
[13.9%] #4177: "Jastrow, גְּדִילָא"... OK (גדילא)
[13.9%] #4178: "Jastrow, גְּדִילָה I"... OK (גדילה)
[13.9%] #4179: "Jastrow, גְּדִילָה II"... duplicate
[13.9%] #4179: "Jastrow, גְּדִילוּ"... OK (גדילו)
[13.9%] #4180: "Jastrow, גְּדִילְתָּא"... OK (גדילתא)
[13.9%] #4181: "Jastrow, גְּדִין"... OK (גדין)
[13.9%] #4182: "Jastrow, גַּדִּיפִין"... OK (גדיפין)
[13.9%] #4183: "Jastrow, גָּדֵיר"... OK (גדיר)
[13.9%] #4184: "Jastrow, גְּדֵירָא"... OK (גדירא)
[13.9%] #4185: "Jastrow, גְּדֵירָה"... OK (גדירה)
[14.0%] #4186: "Jastrow, גְּדִירָה"... duplicate
[14.0%] #4186: "Jastrow, גְּדִישׁ"... OK (גדיש)
[14.0%] #4187: "Jastrow, גָּדִישׁ I"... duplicate
[14.0%] #4187: "Jastrow, גָּדִישׁ"... duplicate
[14.0%] #4187: "Jastrow, גַּדֵּישׁ"... duplicate
[14.0%] #4187: "Jastrow, גְּדִישׁוּתָא"... OK (גדישותא)
[14.0%] #4188: "Jastrow, גַּדְיָתָא"... OK (גדיתא)
[14.0%] #4189: "Jastrow, גָּדַל I"... OK (גדל)
[14.0%] #4190: "Jastrow, גְּדַל I"... duplicate
[14.0%] #4190: "Jastrow, גָּדַל II"... duplicate
[14.0%] #4190: "Jastrow, גְּדַל II"... duplicate
[14.0%] #4190: "Jastrow, גִּדָּל"... duplicate
[14.0%] #4190: "Jastrow, גִּדָּלוֹן"... OK (גדלון)
[14.0%] #4191: "Jastrow, *גַּדְּלַיי"... OK (גדליי)
[14.0%] #4192: "Jastrow, גַּדֶּלֶת"... OK (גדלת)
[14.0%] #4193: "Jastrow, גָּדַם"... OK (גדם)
[14.0%] #4194: "Jastrow, גְּדַם"... duplicate
[14.0%] #4194: "Jastrow, גִּדֵּם"... duplicate
[14.0%] #4194: "Jastrow, גְּדָנְפָא"... OK (גדנפא)
[14.0%] #4195: "Jastrow, גָּדַע"... OK (גדע)
[14.0%] #4196: "Jastrow, גְּדַע"... duplicate
[14.0%] #4196: "Jastrow, גָּדַף"... OK (גדף)
[14.0%] #4197: "Jastrow, גְּדַף"... duplicate
[14.0%] #4197: "Jastrow, גַּדְפָא"... OK (גדפא)
[14.0%] #4198: "Jastrow, *גדפה"... OK (גדפה)
[14.0%] #4199: "Jastrow, גַּדְפִי"... OK (גדפי)
[14.0%] #4200: "Jastrow, גַּדְּפָן"... OK (גדפן)
[14.0%] #4201: "Jastrow, גַּדַּר"... OK (גדר)
  [Saved progress: 4201 entries]
[14.0%] #4202: "Jastrow, גָּדַר"... duplicate
[14.0%] #4202: "Jastrow, גְּדַר"... duplicate
[14.0%] #4202: "Jastrow, גֶּדֶר I"... duplicate
[14.0%] #4202: "Jastrow, גֶּדֶר II"... duplicate
[14.0%] #4202: "Jastrow, גַּדְרָאנֵיה"... OK (גדראניה)
[14.0%] #4203: "Jastrow, גדרסן"... OK (גדרסן)
[14.0%] #4204: "Jastrow, גדרפוס"... OK (גדרפוס)
[14.0%] #4205: "Jastrow, גָּדֵשׁ"... OK (גדש)
[14.0%] #4206: "Jastrow, גָּדַשׁ"... duplicate
[14.0%] #4206: "Jastrow, גְּדַשׁ I"... duplicate
[14.0%] #4206: "Jastrow, גְּדַשׁ II"... duplicate
[14.0%] #4206: "Jastrow, גָּהָה"... OK (גהה)
[14.0%] #4207: "Jastrow, גְּהַט"... OK (גהט)
[14.0%] #4208: "Jastrow, גֵּהִינָּם"... OK (גהינם)
[14.0%] #4209: "Jastrow, גהיקין"... OK (גהיקין)
[14.0%] #4210: "Jastrow, גָּהַץ"... OK (גהץ)
[14.0%] #4211: "Jastrow, גָּהַק"... OK (גהק)
[14.0%] #4212: "Jastrow, גַּהַר"... OK (גהר)
[14.0%] #4213: "Jastrow, גֵּו"... OK (גו)
[14.0%] #4214: "Jastrow, גֵּו ²"... duplicate
[14.0%] #4214: "Jastrow, גַּוָּאָה"... OK (גואה)
[14.0%] #4215: "Jastrow, גַּוָּאזָא"... OK (גואזא)
[14.1%] #4216: "Jastrow, גּוֹאֵל"... OK (גואל)
[14.1%] #4217: "Jastrow, גּוּאַלְקָא"... OK (גואלקא)
[14.1%] #4218: "Jastrow, גַּוָּאן"... OK (גואן)
[14.1%] #4219: "Jastrow, גּוּב"... OK (גוב)
[14.1%] #4220: "Jastrow, גּוֹב"... duplicate
[14.1%] #4220: "Jastrow, גּוֹב ²"... duplicate
[14.1%] #4220: "Jastrow, גּוֹבָא"... OK (גובא)
[14.1%] #4221: "Jastrow, גובאה"... OK (גובאה)
[14.1%] #4222: "Jastrow, גּוֹבַאי"... OK (גובאי)
[14.1%] #4223: "Jastrow, גּוֹבָאִי"... duplicate
[14.1%] #4223: "Jastrow, גּוֹבָאֵי"... duplicate
[14.1%] #4223: "Jastrow, גּוֹבְבָתָא"... OK (גובבתא)
[14.1%] #4224: "Jastrow, גּוֹבַהּ"... OK (גובה)
[14.1%] #4225: "Jastrow, גּוֹבְהָא"... OK (גובהא)
[14.1%] #4226: "Jastrow, גּוֹבַיָּא"... OK (גוביא)
[14.1%] #4227: "Jastrow, גּוֹבַיְינָא"... OK (גוביינא)
[14.1%] #4228: "Jastrow, *גּוּבִּיתָא"... OK (גוביתא)
[14.1%] #4229: "Jastrow, גּוֹבֶל"... OK (גובל)
[14.1%] #4230: "Jastrow, גּוּבְלָא"... OK (גובלא)
[14.1%] #4231: "Jastrow, גּוּבְלָאֵי"... OK (גובלאי)
[14.1%] #4232: "Jastrow, גּוּבְלִית"... OK (גובלית)
[14.1%] #4233: "Jastrow, גּוּבְלָנָא"... OK (גובלנא)
[14.1%] #4234: "Jastrow, גּוּבְנָא"... OK (גובנא)
[14.1%] #4235: "Jastrow, גּוֹבַנֵּי"... OK (גובני)
[14.1%] #4236: "Jastrow, *גּוּבְנָאֵי"... OK (גובנאי)
[14.1%] #4237: "Jastrow, גובעין"... OK (גובעין)
[14.1%] #4238: "Jastrow, גּוּבְרָא"... OK (גוברא)
[14.1%] #4239: "Jastrow, גּוּבְשָׁא"... OK (גובשא)
[14.1%] #4240: "Jastrow, גּוּבְתָּא"... OK (גובתא)
[14.1%] #4241: "Jastrow, גּוּבְתָא"... duplicate
[14.1%] #4241: "Jastrow, גוגייתיה"... OK (גוגייתיה)
[14.1%] #4242: "Jastrow, גּוֹגַלְתָּא"... OK (גוגלתא)
[14.1%] #4243: "Jastrow, גּוּגְמֵי"... OK (גוגמי)
[14.1%] #4244: "Jastrow, גּוּך"... OK (גוך)
[14.1%] #4245: "Jastrow, גּוּד"... OK (גוד)
[14.1%] #4246: "Jastrow, *גּוֹד"... duplicate
[14.1%] #4246: "Jastrow, *גּוֹדָא"... OK (גודא)
[14.2%] #4247: "Jastrow, גּוּדָּא I"... duplicate
[14.2%] #4247: "Jastrow, גּוּדָא"... duplicate
[14.2%] #4247: "Jastrow, גּוּדָּא II"... duplicate
[14.2%] #4247: "Jastrow, גודאות"... OK (גודאות)
[14.2%] #4248: "Jastrow, גּוּדְגָּדָא"... OK (גודגדא)
[14.2%] #4249: "Jastrow, *גּוּדְגַּדִּין"... OK (גודגדין)
[14.2%] #4250: "Jastrow, גּוּדְגַּדְנִיּוֹת"... OK (גודגדניות)
[14.2%] #4251: "Jastrow, גודיזין"... OK (גודיזין)
[14.2%] #4252: "Jastrow, גּוֹדֶל"... OK (גודל)
[14.2%] #4253: "Jastrow, גּוּדָל"... duplicate
[14.2%] #4253: "Jastrow, גּוֹדְלָנָא"... OK (גודלנא)
[14.2%] #4254: "Jastrow, גּוֹדֶלֶת"... OK (גודלת)
[14.2%] #4255: "Jastrow, גּוּדְמָא"... OK (גודמא)
[14.2%] #4256: "Jastrow, גּוּדַּע"... OK (גודע)
[14.2%] #4257: "Jastrow, גּוֹדְפָן"... OK (גודפן)
[14.2%] #4258: "Jastrow, גּוֹדְרוֹת"... OK (גודרות)
[14.2%] #4259: "Jastrow, גּוּדְרִיתָא"... OK (גודריתא)
[14.2%] #4260: "Jastrow, גּוֹדֶשׁ"... OK (גודש)
[14.2%] #4261: "Jastrow, גּוּדְשָׁא"... OK (גודשא)
[14.2%] #4262: "Jastrow, גּוּהָא"... OK (גוהא)
[14.2%] #4263: "Jastrow, גּוּהַר"... OK (גוהר)
[14.2%] #4264: "Jastrow, גּוּהַרְקָא I"... OK (גוהרקא)
[14.2%] #4265: "Jastrow, גּוּהַרְקָא II"... duplicate
[14.2%] #4265: "Jastrow, גֵּוו"... OK (גוו)
[14.2%] #4266: "Jastrow, גַּוָּוא"... OK (גווא)
[14.2%] #4267: "Jastrow, גַּוָּוזָא I"... OK (גווזא)
[14.2%] #4268: "Jastrow, גַּוָּוזָא , II"... duplicate
[14.2%] #4268: "Jastrow, גְּוִויָּה"... OK (גוויה)
[14.2%] #4269: "Jastrow, גְּוִויְּתָא"... OK (גוויתא)
[14.2%] #4270: "Jastrow, גווכיא"... OK (גווכיא)
[14.2%] #4271: "Jastrow, גוולנה"... OK (גוולנה)
[14.2%] #4272: "Jastrow, גְּוַולְקָא"... OK (גוולקא)
[14.2%] #4273: "Jastrow, גַּוָּון"... OK (גוון)
[14.2%] #4274: "Jastrow, גַּוָּון ²"... duplicate
[14.2%] #4274: "Jastrow, גַּוְותָן"... OK (גוותן)
[14.2%] #4275: "Jastrow, גּוּז"... OK (גוז)
[14.2%] #4276: "Jastrow, גּוּז ²"... duplicate
[14.2%] #4276: "Jastrow, גָּוָזָא"... OK (גוזא)
[14.3%] #4277: "Jastrow, *גּוּזָּא"... duplicate
[14.3%] #4277: "Jastrow, *גָּוֹזָא"... duplicate
[14.3%] #4277: "Jastrow, גַּוְזָאָה"... OK (גוזאה)
  [Saved progress: 4277 entries]
[14.3%] #4278: "Jastrow, גּוֹזְזִין"... OK (גוזזין)
[14.3%] #4279: "Jastrow, גּוֹזֵל"... OK (גוזל)
[14.3%] #4280: "Jastrow, גּוֹזָל"... duplicate
[14.3%] #4280: "Jastrow, גּוֹזָלָא I"... OK (גוזלא)
[14.3%] #4281: "Jastrow, גּוֹזָלָא II"... duplicate
[14.3%] #4281: "Jastrow, גּוֹזְלָן"... OK (גוזלן)
[14.3%] #4282: "Jastrow, גּוּזְמָא"... OK (גוזמא)
[14.3%] #4283: "Jastrow, גַּוְזַנְיָא"... OK (גוזניא)
[14.3%] #4284: "Jastrow, גּוֹזֵר"... OK (גוזר)
[14.3%] #4285: "Jastrow, גּוֹזְרָיָא"... OK (גוזריא)
[14.3%] #4286: "Jastrow, גּוּזַרְתָּא"... OK (גוזרתא)
[14.3%] #4287: "Jastrow, גּוּחַ"... OK (גוח)
[14.3%] #4288: "Jastrow, גּוּחֲכָא"... OK (גוחכא)
[14.3%] #4289: "Jastrow, גוטא"... OK (גוטא)
[14.3%] #4290: "Jastrow, גּוֹי"... OK (גוי)
[14.3%] #4291: "Jastrow, גַּוְיָא"... OK (גויא)
[14.3%] #4292: "Jastrow, גְּוִיָּא"... duplicate
